usp000f6ja,2007-03-12 08:07:59.690000,-41.383807102,85.5041463574,5.5,1
usp000f9up,2007-04-16 07:28:57.610000,-41.9058176188,84.6829261851,5.0,1
usp000famj,2007-04-26 01:47:37.880000,-42.1478144868,84.3287773013,5.0,1
usp000fcxt,2007-05-28 16:26:19.120000,-41.980314752,84.5165766153,5.0,1
usp000ffm7,2007-07-06 19:05:32.010000,-42.1440185774,84.3312306514,5.0,1
usp000g2tj,2008-03-31 14:48:41.810000,-41.8844866443,84.7037963476,5.1,1
usp000g4rs,2008-04-24 21:06:38.140000,-41.7489633889,84.8718844403,5.0,1
gcmtc200808151618a,2008-08-15 16:18:24,-41.955687996,84.6137614226,5.0,1
usp000gqks,2008-12-14 16:25:24.890000,-42.0788148781,84.4007200654,5.1,1
